Apis_Gene_ID,Apis_Genbank_ID,BEEBASE,OGS_v1_1,Bombus_Genbank_ID,Bombus_Gene_ID,Bombus_Description
NA,NA,NA,NA,XP_012166741.1,LOC100646911,nitrogen permease regulator 2-like protein isoform X1
NA,NA,NA,NA,XP_012166744.1,LOC100646911,nitrogen permease regulator 2-like protein isoform X3
NA,NA,NA,NA,XP_012166745.1,LOC100646911,nitrogen permease regulator 2-like protein isoform X3
NA,NA,NA,NA,XP_012166746.1,LOC100646911,nitrogen permease regulator 2-like protein isoform X4
NA,NA,NA,NA,XP_012166747.1,LOC100648097,cilia- and flagella-associated protein 45-like isoform X1
NA,NA,NA,NA,XP_012166748.1,LOC100648097,cilia- and flagella-associated protein 45-like isoform X3
NA,NA,NA,NA,XP_012166751.1,LOC105666021,lipid storage droplets surface-binding protein 2-like
NA,NA,NA,NA,XP_012166752.1,LOC100643850,lipid storage droplets surface-binding protein 2-like isoform X1
NA,NA,NA,NA,XP_012166753.1,LOC100643850,lipid storage droplets surface-binding protein 2-like isoform X2
NA,NA,NA,NA,XP_012166754.1,LOC100643850,lipid storage droplets surface-binding protein 2-like isoform X2
NA,NA,NA,NA,XP_012166756.1,LOC100642571,mediator of RNA polymerase II transcription subunit 13 isoform X1
NA,NA,NA,NA,XP_012166757.1,LOC100642571,mediator of RNA polymerase II transcription subunit 13 isoform X3
NA,NA,NA,NA,XP_012166758.1,LOC100642571,mediator of RNA polymerase II transcription subunit 13 isoform X4
NA,NA,NA,NA,XP_012166759.1,LOC100642571,mediator of RNA polymerase II transcription subunit 13 isoform X5
NA,NA,NA,NA,XP_012166760.1,LOC100642571,mediator of RNA polymerase II transcription subunit 13 isoform X6
NA,NA,NA,NA,XP_012166763.1,LOC100651372,uncharacterized protein LOC100651372 isoform X2
NA,NA,NA,NA,XP_012166765.1,LOC100643368,uncharacterized protein LOC100643368 isoform X1
NA,NA,NA,NA,XP_012166766.1,LOC100643368,uncharacterized protein LOC100643368 isoform X1
NA,NA,NA,NA,XP_012166768.1,LOC100643368,uncharacterized protein LOC100643368 isoform X1
NA,NA,NA,NA,XP_012166769.1,LOC100643368,uncharacterized protein LOC100643368 isoform X1
NA,NA,NA,NA,XP_012166770.1,LOC100643368,uncharacterized protein LOC100643368 isoform X1
NA,NA,NA,NA,XP_012166771.1,LOC100643368,uncharacterized protein LOC100643368 isoform X1
NA,NA,NA,NA,XP_012166772.1,LOC100643368,uncharacterized protein LOC100643368 isoform X1
NA,NA,NA,NA,XP_012166774.1,LOC100643368,uncharacterized protein LOC100643368 isoform X2
NA,NA,NA,NA,XP_012166775.1,LOC100643368,uncharacterized protein LOC100643368 isoform X3
NA,NA,NA,NA,XP_012166776.1,LOC100643368,uncharacterized protein LOC100643368 isoform X4
NA,NA,NA,NA,XP_012166778.1,LOC100643368,uncharacterized protein LOC100643368 isoform X6
NA,NA,NA,NA,XP_012166779.1,LOC100643368,uncharacterized protein LOC100643368 isoform X7
NA,NA,NA,NA,XP_012166780.1,LOC100645128,39S ribosomal protein L44%2C mitochondrial isoform X2
NA,NA,NA,NA,XP_012166781.1,LOC100645838,chaperone protein dnaJ 1%2C mitochondrial-like
NA,NA,NA,NA,XP_012166783.1,LOC100646229,gonadotropin-releasing hormone II receptor
NA,NA,NA,NA,XP_012166790.1,LOC100647301,acetylcholine receptor subunit alpha-L1 isoform X1
NA,NA,NA,NA,XP_012166798.1,LOC100647029,protein kinase C-binding protein 1 isoform X1
NA,NA,NA,NA,XP_012166799.1,LOC100647029,protein kinase C-binding protein 1 isoform X1
NA,NA,NA,NA,XP_012166801.1,LOC100647029,protein kinase C-binding protein 1 isoform X2
NA,NA,NA,NA,XP_012166803.1,LOC100647266,reticulon-4-interacting protein 1%2C mitochondrial isoform X2
NA,NA,NA,NA,XP_012166804.1,LOC100644710,trace amine-associated receptor 9 isoform X1
NA,NA,NA,NA,XP_012166805.1,LOC100647383,tryptophan--tRNA ligase%2C mitochondrial isoform X1
NA,NA,NA,NA,XP_012166807.1,LOC100647383,tryptophan--tRNA ligase%2C mitochondrial isoform X2
NA,NA,NA,NA,XP_012166809.1,LOC100647149,protein still life%2C isoform SIF type 1 isoform X2
NA,NA,NA,NA,XP_012166810.1,LOC100647149,protein still life%2C isoform SIF type 1 isoform X3
NA,NA,NA,NA,XP_012166811.1,LOC100647149,protein still life%2C isoform SIF type 1 isoform X4
NA,NA,NA,NA,XP_012166812.1,LOC100647149,protein still life%2C isoform SIF type 1 isoform X5
NA,NA,NA,NA,XP_012166813.1,LOC100644710,trace amine-associated receptor 9 isoform X1
NA,NA,NA,NA,XP_012166814.1,LOC100647149,protein still life%2C isoform SIF type 1 isoform X6
NA,NA,NA,NA,XP_012166815.1,LOC100647149,protein still life%2C isoforms C/SIF type 2 isoform X7
NA,NA,NA,NA,XP_012166816.1,LOC100647149,protein still life%2C isoforms C/SIF type 2 isoform X8
NA,NA,NA,NA,XP_012166822.1,LOC100642523,epimerase family protein SDR39U1 isoform X2
NA,NA,NA,NA,XP_012166823.1,LOC100642523,epimerase family protein SDR39U1 isoform X2
NA,NA,NA,NA,XP_012166824.1,LOC100648325,prolactin-releasing peptide receptor-like
NA,NA,NA,NA,XP_012166826.1,LOC100643270,phosphorylated adapter RNA export protein isoform X2
NA,NA,NA,NA,XP_012166828.1,LOC100648211,autophagy-related protein 101
NA,NA,NA,NA,XP_012166831.1,LOC105666027,putative sodium-coupled neutral amino acid transporter 10 isoform X2
NA,NA,NA,NA,XP_012166833.1,LOC100648679,uncharacterized protein LOC100648679 isoform X1
NA,NA,NA,NA,XP_012166834.1,LOC100648679,uncharacterized protein LOC100648679 isoform X3
NA,NA,NA,NA,XP_012166835.1,LOC100642643,uncharacterized protein LOC100642643
NA,NA,NA,NA,XP_012166837.1,LOC100649024,F-box only protein 32 isoform X2
NA,NA,NA,NA,XP_012166840.1,LOC100649846,protein bric-a-brac 2 isoform X1
NA,NA,NA,NA,XP_012166841.1,LOC100649846,protein bric-a-brac 2 isoform X2
NA,NA,NA,NA,XP_012166842.1,LOC100649846,protein bric-a-brac 2 isoform X4
NA,NA,NA,NA,XP_012166844.1,LOC100649506,p21-activated protein kinase-interacting protein 1-like isoform X1
NA,NA,NA,NA,XP_012166845.1,LOC100649506,p21-activated protein kinase-interacting protein 1-like isoform X2
NA,NA,NA,NA,XP_012166846.1,LOC100649506,p21-activated protein kinase-interacting protein 1-like isoform X2
NA,NA,NA,NA,XP_012166847.1,LOC100649506,p21-activated protein kinase-interacting protein 1-like isoform X2
NA,NA,NA,NA,XP_012166848.1,LOC100649506,p21-activated protein kinase-interacting protein 1-like isoform X2
NA,NA,NA,NA,XP_012166850.1,LOC105666028,protein suppressor of hairy wing-like
NA,NA,NA,NA,XP_012166851.1,LOC105666029,putative zinc finger protein 702
NA,NA,NA,NA,XP_012166852.1,LOC100649963,longitudinals lacking protein%2C isoforms N/O/W/X/Y-like isoform X1
NA,NA,NA,NA,XP_012166853.1,LOC100649963,longitudinals lacking protein%2C isoforms N/O/W/X/Y-like isoform X1
NA,NA,NA,NA,XP_012166854.1,LOC100649963,longitudinals lacking protein%2C isoforms N/O/W/X/Y-like isoform X2
NA,NA,NA,NA,XP_012166855.1,LOC100649963,longitudinals lacking protein%2C isoforms J/P/Q/S/Z-like isoform X3
NA,NA,NA,NA,XP_012166859.1,LOC100649963,longitudinals lacking protein%2C isoforms A/B/D/L-like isoform X7
NA,NA,NA,NA,XP_012166863.1,LOC100649963,protein jim lovell-like isoform X11
NA,NA,NA,NA,XP_012166864.1,LOC100649963,longitudinals lacking protein%2C isoform G-like isoform X12
NA,NA,NA,NA,XP_012166866.1,LOC100649963,protein jim lovell-like isoform X14
NA,NA,NA,NA,XP_012166871.1,LOC100649963,protein jim lovell-like isoform X19
NA,NA,NA,NA,XP_012166872.1,LOC100649963,longitudinals lacking protein%2C isoform G-like isoform X21
NA,NA,NA,NA,XP_012166874.1,LOC100649963,longitudinals lacking protein%2C isoforms H/M/V-like isoform X23
NA,NA,NA,NA,XP_012166877.1,LOC100649963,longitudinals lacking protein%2C isoforms A/B/D/L-like isoform X26
NA,NA,NA,NA,XP_012166879.1,LOC100649963,longitudinals lacking protein%2C isoform G-like isoform X28
NA,NA,NA,NA,XP_012166880.1,LOC100645432,ER membrane protein complex subunit 2-like
NA,NA,NA,NA,XP_012166882.1,LOC100649963,longitudinals lacking protein%2C isoforms A/B/D/L-like isoform X30
NA,NA,NA,NA,XP_012166888.1,LOC100649963,longitudinals lacking protein%2C isoforms A/B/D/L-like isoform X36
NA,NA,NA,NA,XP_012166889.1,LOC100649963,longitudinals lacking protein%2C isoform G-like isoform X37
NA,NA,NA,NA,XP_012166891.1,LOC100645432,ER membrane protein complex subunit 2-like
NA,NA,NA,NA,XP_012166893.1,LOC100649963,longitudinals lacking protein%2C isoform G-like isoform X40
NA,NA,NA,NA,XP_012166894.1,LOC100649963,longitudinals lacking protein%2C isoform G-like isoform X41
NA,NA,NA,NA,XP_012166895.1,LOC100649963,longitudinals lacking protein%2C isoform G-like isoform X42
NA,NA,NA,NA,XP_012166897.1,LOC100649963,longitudinals lacking protein%2C isoforms H/M/V-like isoform X44
NA,NA,NA,NA,XP_012166898.1,LOC100649963,longitudinals lacking protein%2C isoforms H/M/V-like isoform X45
NA,NA,NA,NA,XP_012166899.1,LOC100649963,longitudinals lacking protein%2C isoform G-like isoform X46
NA,NA,NA,NA,XP_012166900.1,LOC100649963,longitudinals lacking protein%2C isoforms H/M/V-like isoform X47
NA,NA,NA,NA,XP_012166901.1,LOC100649963,longitudinals lacking protein%2C isoform G-like isoform X48
NA,NA,NA,NA,XP_012166903.1,LOC100649963,longitudinals lacking protein%2C isoforms H/M/V-like isoform X49
NA,NA,NA,NA,XP_012166904.1,LOC100651332,cAMP-dependent protein kinase type I regulatory subunit isoform X2
NA,NA,NA,NA,XP_012166905.1,LOC100651332,cAMP-dependent protein kinase type I regulatory subunit isoform X2
NA,NA,NA,NA,XP_012166908.1,LOC100651207,leukocyte receptor cluster member 8 homolog isoform X1
NA,NA,NA,NA,XP_012166909.1,LOC100651207,leukocyte receptor cluster member 8 homolog isoform X3
NA,NA,NA,NA,XP_012166910.1,LOC100651207,leukocyte receptor cluster member 8 homolog isoform X3
NA,NA,NA,NA,XP_012166911.1,LOC100651207,leukocyte receptor cluster member 8 homolog isoform X3
NA,NA,NA,NA,XP_012166912.1,LOC100644526,zinc finger protein 329 isoform X2
NA,NA,NA,NA,XP_012166913.1,LOC100644526,zinc finger protein 329 isoform X2
NA,NA,NA,NA,XP_012166914.1,LOC100644526,zinc finger protein 329 isoform X2
NA,NA,NA,NA,XP_012166921.1,LOC100652123,guanine nucleotide exchange factor DBS-like isoform X3
NA,NA,NA,NA,XP_012166922.1,LOC100652123,guanine nucleotide exchange factor DBS-like isoform X3
NA,NA,NA,NA,XP_012166923.1,LOC100652123,guanine nucleotide exchange factor DBS-like isoform X3
NA,NA,NA,NA,XP_012166924.1,LOC105666031,uncharacterized protein LOC105666031
NA,NA,NA,NA,XP_012166928.1,LOC100643122,protein AATF
NA,NA,NA,NA,XP_012166929.1,LOC100643122,protein AATF
NA,NA,NA,NA,XP_012166934.1,LOC105665612,BRCA1-associated protein isoform X2
NA,NA,NA,NA,XP_012166937.1,LOC100643733,60S ribosomal protein L14 isoform X2
NA,NA,NA,NA,XP_012166939.1,LOC100643973,HEAT repeat-containing protein 6 isoform X2
NA,NA,NA,NA,XP_012166940.1,LOC100644406,E3 ubiquitin-protein ligase RNF25
NA,NA,NA,NA,XP_012166944.1,LOC100645008,pre-mRNA-splicing factor CWC25 homolog isoform X2
NA,NA,NA,NA,XP_012166945.1,LOC100644891,probable phosphorylase b kinase regulatory subunit beta isoform X2
NA,NA,NA,NA,XP_012166946.1,LOC100645330,synaptic vesicle 2-related protein isoform X2
NA,NA,NA,NA,XP_012166949.1,LOC100645757,UBX domain-containing protein 6
NA,NA,NA,NA,XP_012166950.1,LOC100645757,UBX domain-containing protein 6
NA,NA,NA,NA,XP_012166951.1,LOC100645757,UBX domain-containing protein 6
NA,NA,NA,NA,XP_012166952.1,LOC100645757,UBX domain-containing protein 6
NA,NA,NA,NA,XP_012166953.1,LOC100645757,UBX domain-containing protein 6
NA,NA,NA,NA,XP_012166955.1,LOC100645201,RING finger protein 10 isoform X2
NA,NA,NA,NA,XP_012166956.1,LOC100644765,CUGBP Elav-like family member 2 isoform X1
NA,NA,NA,NA,XP_012166957.1,LOC100644765,CUGBP Elav-like family member 2 isoform X1
NA,NA,NA,NA,XP_012166958.1,LOC100644765,CUGBP Elav-like family member 2 isoform X1
NA,NA,NA,NA,XP_012166959.1,LOC100644765,CUGBP Elav-like family member 2 isoform X1
NA,NA,NA,NA,XP_012166960.1,LOC100644765,CUGBP Elav-like family member 2 isoform X1
NA,NA,NA,NA,XP_012166961.1,LOC100644765,CUGBP Elav-like family member 2 isoform X2
NA,NA,NA,NA,XP_012166962.1,LOC100646094,peptide methionine sulfoxide reductase isoform X2
NA,NA,NA,NA,XP_012166963.1,LOC100644765,CUGBP Elav-like family member 2 isoform X3
NA,NA,NA,NA,XP_012166964.1,LOC100644765,CUGBP Elav-like family member 2 isoform X4
NA,NA,NA,NA,XP_012166965.1,LOC100644765,CUGBP Elav-like family member 2 isoform X5
NA,NA,NA,NA,XP_012166967.1,LOC100644765,CUGBP Elav-like family member 2 isoform X7
NA,NA,NA,NA,XP_012166969.1,LOC100646421,transforming growth factor beta regulator 1 isoform X2
NA,NA,NA,NA,XP_012166970.1,LOC100646543,etoposide-induced protein 2.4
NA,NA,NA,NA,XP_012166972.1,LOC100645251,nucleoporin GLE1
NA,NA,NA,NA,XP_012166973.1,LOC100645251,nucleoporin GLE1
NA,NA,NA,NA,XP_012166974.1,LOC100645251,nucleoporin GLE1
NA,NA,NA,NA,XP_012166977.1,LOC100647223,protein yellow
NA,NA,NA,NA,XP_012166979.1,LOC100645975,protein phosphatase 1 regulatory subunit 16A isoform X1
NA,NA,NA,NA,XP_012166989.1,LOC100647343,myosin heavy chain%2C muscle isoform X10
NA,NA,NA,NA,XP_012166990.1,LOC100647976,phosphatidylinositol-glycan biosynthesis class X protein-like isoform X1
NA,NA,NA,NA,XP_012166992.1,LOC100647976,phosphatidylinositol-glycan biosynthesis class X protein-like isoform X3
NA,NA,NA,NA,XP_012166993.1,LOC100647976,phosphatidylinositol-glycan biosynthesis class X protein-like isoform X3
NA,NA,NA,NA,XP_012166994.1,LOC100647976,phosphatidylinositol-glycan biosynthesis class X protein-like isoform X3
NA,NA,NA,NA,XP_012166995.1,LOC100647976,phosphatidylinositol-glycan biosynthesis class X protein-like isoform X4
NA,NA,NA,NA,XP_012166996.1,LOC100648518,UPF0505 protein C16orf62 homolog isoform X2
NA,NA,NA,NA,XP_012166997.1,LOC100648518,UPF0505 protein C16orf62 isoform X3
NA,NA,NA,NA,XP_012166998.1,LOC100648518,UPF0505 protein C16orf62 homolog isoform X4
NA,NA,NA,NA,XP_012167001.1,LOC100648867,uncharacterized protein LOC100648867
NA,NA,NA,NA,XP_012167003.1,LOC100648867,uncharacterized protein LOC100648867
NA,NA,NA,NA,XP_012167005.1,LOC100648983,regulator of G-protein signaling 9 isoform X1
NA,NA,NA,NA,XP_012167006.1,LOC100648983,regulator of G-protein signaling 9 isoform X1
NA,NA,NA,NA,XP_012167007.1,LOC100648983,regulator of G-protein signaling 9 isoform X1
NA,NA,NA,NA,XP_012167008.1,LOC100648983,regulator of G-protein signaling 9 isoform X2
NA,NA,NA,NA,XP_012167011.1,LOC100646282,transmembrane protein 42 isoform X3
NA,NA,NA,NA,XP_012167012.1,LOC100649179,uncharacterized protein LOC100649179 isoform X2
NA,NA,NA,NA,XP_012167013.1,LOC100649415,39S ribosomal protein L3%2C mitochondrial
NA,NA,NA,NA,XP_012167014.1,LOC100649415,39S ribosomal protein L3%2C mitochondrial
NA,NA,NA,NA,XP_012167015.1,LOC100649415,39S ribosomal protein L3%2C mitochondrial
NA,NA,NA,NA,XP_012167016.1,LOC100649415,39S ribosomal protein L3%2C mitochondrial
NA,NA,NA,NA,XP_012167018.1,LOC100649297,importin subunit alpha-3 isoform X1
NA,NA,NA,NA,XP_012167019.1,LOC100646282,transmembrane protein 42 isoform X4
NA,NA,NA,NA,XP_012167021.1,LOC100649659,histone deacetylase complex subunit SAP130-A isoform X2
NA,NA,NA,NA,XP_012167022.1,LOC100649659,histone deacetylase complex subunit SAP130-A isoform X3
NA,NA,NA,NA,XP_012167025.1,LOC100649885,uncharacterized protein C18orf8 isoform X1
NA,NA,NA,NA,XP_012167026.1,LOC100646282,transmembrane protein 42 isoform X4
NA,NA,NA,NA,XP_012167027.1,LOC100645599,uncharacterized protein LOC100645599 isoform X1
NA,NA,NA,NA,XP_012167029.1,LOC100650604,protein N-terminal asparagine amidohydrolase isoform X1
NA,NA,NA,NA,XP_012167030.1,LOC100650604,protein N-terminal asparagine amidohydrolase isoform X2
NA,NA,NA,NA,XP_012167031.1,LOC100650604,protein N-terminal asparagine amidohydrolase isoform X2
NA,NA,NA,NA,XP_012167032.1,LOC100650604,protein N-terminal asparagine amidohydrolase isoform X2
NA,NA,NA,NA,XP_012167033.1,LOC100650604,protein N-terminal asparagine amidohydrolase isoform X2
NA,NA,NA,NA,XP_012167034.1,LOC100650604,protein N-terminal asparagine amidohydrolase isoform X2
NA,NA,NA,NA,XP_012167035.1,LOC100646282,transmembrane protein 42 isoform X4
NA,NA,NA,NA,XP_012167036.1,LOC100650604,protein N-terminal asparagine amidohydrolase isoform X2
NA,NA,NA,NA,XP_012167037.1,LOC100650604,protein N-terminal asparagine amidohydrolase isoform X2
NA,NA,NA,NA,XP_012167040.1,LOC100646282,transmembrane protein 42 isoform X4
NA,NA,NA,NA,XP_012167047.1,LOC105666037,LOW QUALITY PROTEIN: annetocin receptor-like
NA,NA,NA,NA,XP_012167049.1,LOC100646492,uncharacterized protein LOC100646492
NA,NA,NA,NA,XP_012167050.1,LOC100646348,fibroin heavy chain-like
NA,NA,NA,NA,XP_012167054.1,LOC100646627,transmembrane protein 199-like isoform X1
NA,NA,NA,NA,XP_012167058.1,LOC100648520,DNA polymerase epsilon subunit C-like isoform X1
NA,NA,NA,NA,XP_012167060.1,LOC100645331,probable elongation factor 1-delta isoform X1
NA,NA,NA,NA,XP_012167063.1,LOC100645331,probable elongation factor 1-delta isoform X3
NA,NA,NA,NA,XP_012167065.1,LOC100642848,solute carrier organic anion transporter family member 3A1
NA,NA,NA,NA,XP_012167066.1,LOC100642848,solute carrier organic anion transporter family member 3A1
NA,NA,NA,NA,XP_012167068.1,LOC100646612,lymphoid-restricted membrane protein-like isoform X1
NA,NA,NA,NA,XP_012167069.1,LOC100651528,pantothenate kinase 4
NA,NA,NA,NA,XP_012167070.1,LOC100651528,pantothenate kinase 4
NA,NA,NA,NA,XP_012167071.1,LOC100651528,pantothenate kinase 4
NA,NA,NA,NA,XP_012167073.1,LOC100642493,alpha-1%2C2-mannosyltransferase ALG9 isoform X2
NA,NA,NA,NA,XP_012167074.1,LOC100642493,alpha-1%2C2-mannosyltransferase ALG9 isoform X3
NA,NA,NA,NA,XP_012167080.1,LOC100647738,replication protein A 32 kDa subunit-like isoform X2
NA,NA,NA,NA,XP_012167083.1,LOC100650531,PHD finger protein 12
NA,NA,NA,NA,XP_012167084.1,LOC100651669,TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L isoform X2
NA,NA,NA,NA,XP_012167087.1,LOC100650890,transmembrane emp24 domain-containing protein-like isoform X2
NA,NA,NA,NA,XP_012167088.1,LOC100650890,transmembrane emp24 domain-containing protein-like isoform X2
NA,NA,NA,NA,XP_012167091.1,LOC100651132,probable ATP-dependent RNA helicase ddx42
NA,NA,NA,NA,XP_012167092.1,LOC100651373,E3 ubiquitin-protein ligase MARCH8
NA,NA,NA,NA,XP_012167097.1,LOC100651925,transmembrane protein 189
NA,NA,NA,NA,XP_012167098.1,LOC100651925,transmembrane protein 189
NA,NA,NA,NA,XP_012167099.1,LOC100651925,transmembrane protein 189
NA,NA,NA,NA,XP_012167101.1,LOC100652164,probable 28S ribosomal protein S25%2C mitochondrial
NA,NA,NA,NA,XP_012167102.1,LOC100652164,probable 28S ribosomal protein S25%2C mitochondrial
NA,NA,NA,NA,XP_012167104.1,LOC100647150,alanine--tRNA ligase%2C cytoplasmic isoform X1
NA,NA,NA,NA,XP_012167106.1,LOC105666044,protein phosphatase 1 regulatory subunit 11
NA,NA,NA,NA,XP_012167111.1,LOC100642372,male-specific lethal 3 homolog isoform X3
NA,NA,NA,NA,XP_012167112.1,LOC100642372,male-specific lethal 3 homolog isoform X4
NA,NA,NA,NA,XP_012167113.1,LOC100642372,male-specific lethal 3 homolog isoform X5
NA,NA,NA,NA,XP_012167114.1,LOC100642372,male-specific lethal 3 homolog isoform X5
NA,NA,NA,NA,XP_012167115.1,LOC100642810,glycosylated lysosomal membrane protein-like isoform X2
NA,NA,NA,NA,XP_012167119.1,LOC100648828,long-chain-fatty-acid--CoA ligase 4 isoform X2
NA,NA,NA,NA,XP_012167120.1,LOC105666045,glycine-rich cell wall structural protein-like
NA,NA,NA,NA,XP_012167127.1,LOC100650366,xanthine dehydrogenase isoform X2
NA,NA,NA,NA,XP_012167130.1,LOC100651085,ras-related protein Rab-7a
NA,NA,NA,NA,XP_012167132.1,LOC100650729,PHD finger protein 14 isoform X2
NA,NA,NA,NA,XP_012167133.1,LOC100650729,PHD finger protein 14 isoform X3
NA,NA,NA,NA,XP_012167134.1,LOC100647449,spermine synthase isoform X1
NA,NA,NA,NA,XP_012167135.1,LOC100650729,PHD finger protein 14 isoform X4
NA,NA,NA,NA,XP_012167138.1,LOC105666046,uncharacterized protein LOC105666046
NA,NA,NA,NA,XP_012167140.1,LOC100651208,Y+L amino acid transporter 2
NA,NA,NA,NA,XP_012167141.1,LOC100647449,spermine synthase isoform X1
NA,NA,NA,NA,XP_012167142.1,LOC100651208,Y+L amino acid transporter 2
NA,NA,NA,NA,XP_012167144.1,LOC100651527,uncharacterized protein LOC100651527 isoform X1
NA,NA,NA,NA,XP_012167145.1,LOC100651527,uncharacterized protein LOC100651527 isoform X1
NA,NA,NA,NA,XP_012167146.1,LOC100651527,uncharacterized protein LOC100651527 isoform X1
NA,NA,NA,NA,XP_012167147.1,LOC100651527,uncharacterized protein LOC100651527 isoform X3
NA,NA,NA,NA,XP_012167148.1,LOC100647449,spermine synthase isoform X1
NA,NA,NA,NA,XP_012167149.1,LOC100651645,aspartate--tRNA ligase%2C mitochondrial isoform X2
NA,NA,NA,NA,XP_012167150.1,LOC100651645,aspartate--tRNA ligase%2C mitochondrial isoform X3
NA,NA,NA,NA,XP_012167154.1,LOC100652242,protein unc-50 homolog isoform X1
NA,NA,NA,NA,XP_012167155.1,LOC100647449,spermine synthase isoform X1
NA,NA,NA,NA,XP_012167156.1,LOC100652242,protein unc-50 homolog isoform X2
NA,NA,NA,NA,XP_012167160.1,LOC100647449,spermine synthase isoform X1
NA,NA,NA,NA,XP_012167164.1,LOC100643207,methylthioribose-1-phosphate isomerase isoform X2
NA,NA,NA,NA,XP_012167166.1,LOC100647449,spermine synthase isoform X1
NA,NA,NA,NA,XP_012167168.1,LOC100643331,tropomodulin isoform X4
NA,NA,NA,NA,XP_012167170.1,LOC100643331,tropomodulin isoform X5
NA,NA,NA,NA,XP_012167171.1,LOC100643331,tropomodulin isoform X5
NA,NA,NA,NA,XP_012167172.1,LOC100643331,tropomodulin isoform X6
NA,NA,NA,NA,XP_012167173.1,LOC100643331,tropomodulin isoform X6
NA,NA,NA,NA,XP_012167174.1,LOC100643331,tropomodulin isoform X6
NA,NA,NA,NA,XP_012167175.1,LOC100643331,tropomodulin isoform X6
NA,NA,NA,NA,XP_012167176.1,LOC100647449,spermine synthase isoform X1
NA,NA,NA,NA,XP_012167181.1,LOC100648326,protein RUFY3 isoform X3
NA,NA,NA,NA,XP_012167182.1,LOC100648326,protein RUFY3 isoform X4
NA,NA,NA,NA,XP_012167185.1,LOC100644893,neurotrimin isoform X1
NA,NA,NA,NA,XP_012167188.1,LOC100644893,neurotrimin isoform X5
NA,NA,NA,NA,XP_012167189.1,LOC100645452,apolipoprotein D
NA,NA,NA,NA,XP_012167191.1,LOC100648680,microtubule organizer protein 1-like isoform X2
NA,NA,NA,NA,XP_012167193.1,LOC105666051,uncharacterized protein LOC105666051
NA,NA,NA,NA,XP_012167195.1,LOC100645564,peripheral plasma membrane protein CASK isoform X2
NA,NA,NA,NA,XP_012167196.1,LOC100645564,peripheral plasma membrane protein CASK isoform X3
NA,NA,NA,NA,XP_012167197.1,LOC100645564,peripheral plasma membrane protein CASK isoform X4
NA,NA,NA,NA,XP_012167200.1,LOC100643837,exosome complex component RRP42 isoform X2
NA,NA,NA,NA,XP_012167202.1,LOC100645994,uncharacterized protein LOC100645994 isoform X1
NA,NA,NA,NA,XP_012167205.1,LOC100646385,lipid storage droplets surface-binding protein 1 isoform X2
NA,NA,NA,NA,XP_012167206.1,LOC100646385,lipid storage droplets surface-binding protein 1 isoform X2
NA,NA,NA,NA,XP_012167207.1,LOC100646385,lipid storage droplets surface-binding protein 1 isoform X2
NA,NA,NA,NA,XP_012167208.1,LOC100646746,ras-related protein Rab-5C
NA,NA,NA,NA,XP_012167209.1,LOC100646746,ras-related protein Rab-5C
NA,NA,NA,NA,XP_012167210.1,LOC100646746,ras-related protein Rab-5C
NA,NA,NA,NA,XP_012167211.1,LOC100646746,ras-related protein Rab-5C
NA,NA,NA,NA,XP_012167215.1,LOC100647210,sodium- and chloride-dependent GABA transporter 1
NA,NA,NA,NA,XP_012167216.1,LOC100646868,LOW QUALITY PROTEIN: ATP-dependent helicase brm-like
NA,NA,NA,NA,XP_012167219.1,LOC100647811,uncharacterized protein LOC100647811
NA,NA,NA,NA,XP_012167220.1,LOC100647811,uncharacterized protein LOC100647811
NA,NA,NA,NA,XP_012167222.1,LOC100647210,sodium- and chloride-dependent GABA transporter 1
NA,NA,NA,NA,XP_012167223.1,LOC100647932,GDNF-inducible zinc finger protein 1-like isoform X1
NA,NA,NA,NA,XP_012167228.1,LOC100648403,SOSS complex subunit C-like isoform X2
NA,NA,NA,NA,XP_012167229.1,LOC100648403,SOSS complex subunit C-like isoform X2
NA,NA,NA,NA,XP_012167232.1,LOC100649298,SLIT-ROBO Rho GTPase-activating protein 1-like isoform X1
NA,NA,NA,NA,XP_012167233.1,LOC100649298,SLIT-ROBO Rho GTPase-activating protein 1-like isoform X2
NA,NA,NA,NA,XP_012167234.1,LOC100649298,SLIT-ROBO Rho GTPase-activating protein 1-like isoform X2
NA,NA,NA,NA,XP_012167235.1,LOC100649298,SLIT-ROBO Rho GTPase-activating protein 1-like isoform X2
NA,NA,NA,NA,XP_012167236.1,LOC100649298,SLIT-ROBO Rho GTPase-activating protein 1-like isoform X2
NA,NA,NA,NA,XP_012167238.1,LOC100649298,SLIT-ROBO Rho GTPase-activating protein 1-like isoform X3
NA,NA,NA,NA,XP_012167239.1,LOC100649298,SLIT-ROBO Rho GTPase-activating protein 1-like isoform X4
NA,NA,NA,NA,XP_012167240.1,LOC100649298,SLIT-ROBO Rho GTPase-activating protein 1-like isoform X4
NA,NA,NA,NA,XP_012167241.1,LOC100649298,SLIT-ROBO Rho GTPase-activating protein 1-like isoform X4
NA,NA,NA,NA,XP_012167242.1,LOC100649298,SLIT-ROBO Rho GTPase-activating protein 1-like isoform X4
NA,NA,NA,NA,XP_012167243.1,LOC100649298,SLIT-ROBO Rho GTPase-activating protein 1-like isoform X4
NA,NA,NA,NA,XP_012167244.1,LOC100649180,intraflagellar transport protein 74 homolog isoform X2
